electra-0,electra-1,xlnet-0,xlnet-1,bert-0,bert-1,target
-2.4679658,2.3287787,-2.8109524,2.906766,-3.5071683,3.6112957,1
-2.4178176,2.3390505,-2.361755,2.2508879,-2.1168265,1.4700739,1
-2.1360078,2.0397556,-1.6753734,1.2899035,-3.274996,3.4500952,1
1.564991,-1.4424417,2.22586,-2.4475882,2.4340394,-1.9584578,0
-2.5032368,2.3399713,-3.0142488,3.4451203,-3.4392927,3.570805,1
-2.3921268,2.2690024,-3.0719552,3.3743744,-3.5037298,3.4613605,1
2.03576,-1.9129275,1.6418266,-1.9453709,2.6518536,-2.3837087,0
-2.5068645,2.3680942,-2.9414778,3.2278993,-3.5572054,3.6459424,1
-2.4565778,2.29171,-2.9564974,3.26765,-3.4743855,3.320932,1
0.0508976,-0.004708499,-0.4188715,0.32674706,0.16444047,0.13220496,1
-2.4313672,2.288814,-2.3926318,2.6158886,-3.401208,3.5784347,1
-2.3099966,2.22512,-2.008716,2.0700457,-3.510481,3.5841277,1
-2.3262305,2.2458274,-2.5810895,2.643693,-3.0968864,3.3590536,1
-2.4507468,2.3287,-2.393798,2.848919,-3.497354,3.422875,1
-2.3238463,2.2132165,-1.4952719,1.4966521,-1.7445179,2.4089253,0
-2.361466,2.2659268,-3.0620372,3.4630873,-3.4764302,3.557439,1
-2.486611,2.3584454,-3.1384664,3.4360669,-3.3849797,3.4436243,1
-2.4646556,2.3406186,-3.1168385,3.3593204,-3.61676,3.4211957,1
-0.10627673,0.33125395,-1.344306,1.3116302,-2.8277946,2.9395502,0
-2.4500341,2.3160772,-2.446963,2.797932,-3.210897,3.3534522,1
-2.4595518,2.3426554,-2.5437086,2.8793442,-3.6055548,3.418923,1
2.0453873,-1.8983469,1.206914,-1.3890022,3.1021762,-2.8789082,0
-2.4672043,2.3448458,-2.6189537,3.050652,-3.4480805,3.624444,1
0.65157276,-0.3828443,1.6270845,-1.7033075,2.3929043,-2.0126555,0
-2.1911597,2.144468,-0.9027178,1.4039958,-3.7537327,3.3944697,1
0.57842356,-0.42431483,0.7379397,-0.86504054,-1.423256,2.0700853,0
-2.4529617,2.3299785,-3.1015947,3.3792262,-3.3894982,3.5342886,1
-2.4649713,2.338665,-3.065046,3.4948864,-3.3477786,3.5172236,1
1.8179942,-1.6339369,0.7514309,-1.0133222,2.1940694,-1.9386841,0
-2.524017,2.394079,-2.8953345,2.9624581,-3.424455,3.5718265,1
-2.4988613,2.3778281,-3.131176,3.3216493,-3.3136115,3.547144,1
-0.19293322,0.37558863,-2.3926735,2.8663933,-3.3873196,3.5399656,0
-2.485823,2.350411,-2.7334492,3.1434047,-3.5267277,3.4242759,1
-2.4514363,2.325893,-2.8993912,3.2318304,-3.5346913,3.4077013,1
1.906287,-1.8209416,-0.4206121,-0.0297745,3.0049686,-2.8821385,0
-2.4385674,2.3225536,-1.2191168,0.9624102,-2.6238525,2.8694394,1
-2.4395628,2.276116,-2.1790996,2.2470872,-3.288559,3.5203314,1
-2.4383957,2.3137455,-2.2501605,2.529768,-3.526195,3.599575,1
-2.3076386,2.21609,-2.8587878,3.2726774,-3.338334,3.34128,1
1.4259741,-1.2408401,-0.64379233,0.29488203,0.31129807,-0.3793877,1
-2.403341,2.3127105,-2.3219595,2.673932,-3.4155896,3.580904,1
-2.4873395,2.3496838,-3.0125594,3.4048107,-3.4492977,3.604148,1
1.7698117,-1.5439913,2.4638739,-2.4934962,0.56346166,-0.26679617,0
-2.4435024,2.3108363,-2.6111941,2.777646,-3.4586368,2.9601245,1
-1.9089983,1.884516,-1.7625672,1.8463733,-2.5823054,2.8998706,1
1.9718683,-1.8362895,2.0664096,-2.4327173,2.9689014,-2.914074,0
1.8511546,-1.6944289,1.8984015,-1.8990422,3.0615373,-2.7483659,0
-2.2274115,2.1632118,-1.2387956,0.7752834,-3.2862165,3.4451594,1
-2.2969053,2.2172792,-2.1729512,2.1733222,-0.412015,0.1468981,1
-1.4513274,1.4957613,-2.5687602,3.0675492,-2.5387366,2.6201441,1
-1.9953252,2.0351527,-1.8292534,1.7815369,-2.6357327,1.8615235,1
-2.4583585,2.3005493,-3.073743,3.5732052,-3.4309065,3.4981134,1
-0.42115065,0.60452247,-0.44186997,0.08633512,-3.1245987,3.3955274,0
1.4505651,-1.3114704,2.1031933,-2.0156424,2.949251,-2.9294884,0
-2.3071058,2.160125,-0.63623184,0.31661856,-3.3582869,3.5229292,1
-2.4091196,2.302313,-2.805112,3.238696,-3.386769,3.4896975,1
-2.4860523,2.3346703,-2.6364312,2.7892852,-3.4909434,3.4112966,1
-2.445199,2.302352,-3.1520388,3.56822,-3.3779159,3.516891,1
-2.3914344,2.216515,-2.9866679,3.3939364,-3.0627701,3.1477535,1
1.8564358,-1.6910952,1.6742114,-1.7916862,-3.3088882,3.4330363,1
1.9814514,-1.8824203,1.0568049,-1.5620419,1.7260886,-1.0517157,0
-2.2489893,2.206904,-2.8453789,3.0565994,-3.4027252,2.8305888,1
-2.489299,2.3633354,-2.867737,3.3443103,-3.4793978,3.6037276,1
-2.4492087,2.3388262,-2.7909367,2.946774,-3.5663145,3.4797735,1
-2.4563303,2.3532536,-2.7864194,3.053521,-3.0562563,3.352128,1
1.9917051,-1.8796281,2.4648838,-2.8479095,2.6981168,-2.479751,0
-2.4652305,2.3602638,-3.1367764,3.5327418,-3.4290953,3.5482807,1
-2.488999,2.3565652,-2.9277072,3.3772447,-3.2902308,3.4973843,1
-1.6983174,1.6050867,-2.2182038,2.3589795,-3.2978659,3.3677282,1
1.327584,-1.1466988,-1.9441787,1.8183167,2.9093807,-2.8853102,0
-2.3473969,2.238433,-1.7542164,1.6044966,-3.2981324,3.472767,1
1.8517478,-1.7580327,-0.84809273,0.21650627,2.516216,-2.5405357,0
-0.18454036,0.44289035,-2.3747113,2.4426818,-1.5739628,1.8969103,1
-2.1895702,2.144687,-1.7932776,2.1676486,-3.4326737,3.5921478,1
1.8991206,-1.75805,1.3436786,-1.7474538,1.6993047,-1.6713469,0
0.77709293,-0.69016266,2.3799098,-2.6157677,2.6987195,-2.3103669,0
-2.500236,2.347647,-3.0033288,3.3903465,-3.4006245,3.6008744,1
-2.3516574,2.2649457,-2.4336548,2.560898,-3.1725872,3.305142,0
-2.4693804,2.3241117,-2.980959,3.4005928,-3.4065206,3.4643285,1
1.6949131,-1.4965969,-1.0353625,1.0494841,-3.193566,3.3469846,0
1.9249084,-1.7973,2.412633,-2.872793,3.09016,-2.955137,0
-2.4297347,2.3064857,-2.979812,3.409557,-3.357785,2.8369598,1
2.0414608,-1.8441029,2.518164,-2.752592,3.144086,-2.9932683,0
1.712007,-1.463027,-2.3135743,2.3299463,-2.2428312,2.5274842,0
-2.5107193,2.3672402,-2.4878988,2.9522798,-3.4303122,3.5033696,1
-1.9757285,1.9575496,-1.3142042,1.6673353,-3.1513948,2.993353,1
-1.8944613,1.976014,1.3753943,-1.7349312,1.3157465,-1.5116154,1
-2.2025802,2.1419668,-1.5422558,1.0336444,0.0004617899,0.59480506,1
1.9549584,-1.8265185,2.3237762,-2.959514,2.8635895,-2.8351822,0
0.1379931,0.0380027,-1.3815713,1.1564903,-2.3757596,2.7067769,1
-2.4747455,2.3570974,-2.8660936,3.1310625,-3.3558218,3.5207598,1
-2.486217,2.361965,-2.5509996,2.6930172,-3.3354275,3.527125,1
-1.7890968,1.749655,0.11765427,-0.007534253,-1.4611496,1.733421,1
-2.4937506,2.380822,-3.017271,3.366258,-3.316524,3.6333592,1
-2.4211187,2.318199,-2.837006,3.034088,-3.470747,3.5132234,1
1.8633808,-1.7270894,-2.2545106,2.2810636,-3.04512,3.2745993,0
1.5400616,-1.3452992,1.6958443,-1.8398708,-1.0340755,1.3800802,0
-2.3819335,2.2859883,-2.7028615,2.7134404,-3.084631,3.2175047,1
-2.071734,2.0561295,-0.3268467,0.055520907,-2.499439,3.0092733,1
-2.410557,2.2474575,-2.72326,2.7336369,-3.243362,3.458489,1
-2.412762,2.2529376,-3.083687,3.5058537,-3.3742716,3.5174847,1
-2.440062,2.3281188,-3.027783,3.3654375,-3.378779,3.6292098,1
-1.7484119,1.8058513,-2.0375896,2.3690715,-3.7197719,3.4308724,1
-2.4683087,2.3313723,-2.5859158,2.8822334,-3.4954534,3.61717,1
-2.2626593,2.199418,-2.2371824,2.3613908,-3.030562,3.378174,1
2.0623426,-1.9188731,2.535083,-2.8130465,2.165291,-2.1757672,0
-1.8493717,1.8952276,-2.1866348,2.4115503,-3.5264816,3.2002964,1
1.8196903,-1.6599008,1.6591694,-1.8889986,3.0782523,-2.616095,0
-1.4812454,1.4957345,1.5166953,-1.7982601,1.6409479,-1.530288,0
1.2175016,-1.0251826,-1.6513039,1.3107861,2.7304485,-2.1274915,1
-2.3693056,2.173285,-2.1499648,2.1067665,-3.5495028,3.2229178,1
-2.4388652,2.3220363,-2.2137892,2.2245862,-3.4577472,2.9153013,1
1.8533682,-1.666857,2.3773057,-2.8524587,2.4246612,-2.3425875,0
-2.3833158,2.3083537,-2.072265,1.7454075,-3.6419208,3.5836186,1
-2.4789827,2.3191159,-2.024941,1.9380363,-3.2327545,3.4462583,1
1.1600617,-1.0470057,0.040540844,-0.109734155,1.5711232,-1.4676471,0
-1.8268777,1.7368768,-2.4536018,2.508642,-3.2701044,3.5202014,1
-2.4927287,2.3816953,-3.0892594,3.5484836,-3.3890448,3.5895278,1
0.8021158,-0.61891586,1.2412736,-1.5016427,2.3161488,-1.6093838,0
-2.35084,2.2043123,0.3699674,-0.70168066,-2.7655678,3.0742378,0
-2.4390452,2.2493145,-2.7064495,2.5046773,-3.2274148,3.3958693,1
-2.5142007,2.3786378,-2.8688245,3.0594604,-3.249679,3.4215353,1
-2.166884,2.0864308,-0.93707407,0.7805273,-2.411431,2.4259045,0
-2.2212663,2.2159877,-0.32910165,0.403447,-3.427014,3.5949643,1
1.2667105,-0.9714359,1.4977773,-1.8734554,2.7630246,-2.75787,0
-2.2218912,2.177435,-2.0773351,2.4566095,-3.228074,3.3202553,1
2.0014722,-1.8472637,2.5082793,-2.4698646,2.8769593,-2.8102012,0
-2.0346842,1.9370269,-1.8540992,1.714454,-2.8538406,2.5271823,1
-2.108,2.0242321,-2.7172585,3.0234308,-3.368096,3.582799,1
2.0367157,-1.8926123,2.4107149,-3.0372941,2.8425863,-2.8413062,0
1.7337596,-1.5917821,-0.3898105,-0.10393256,3.181376,-2.688596,1
-2.5296535,2.3971715,-2.7747433,3.140371,-3.079391,3.3757858,1
1.7166611,-1.5314361,-0.26756337,0.5083564,-0.18375303,0.14664105,0
-2.2552247,2.1779323,-2.5374067,2.2662446,-3.1777532,3.4587455,1
-2.5128965,2.3594162,-2.998327,3.3627996,-3.4573674,3.5401807,1
0.9196569,-0.75184536,-0.44135296,0.16677076,-1.1194383,0.7941805,0
-2.3485305,2.2852654,-2.1048648,2.4898946,-3.442772,3.5672781,1
-2.409492,2.2699714,-1.5572982,1.32505,-3.3655343,3.535782,1
-2.4858973,2.3563924,-3.0275965,3.4379408,-3.3958273,3.5638204,1
0.9243617,-0.7332262,0.03473361,-0.10033199,-3.2086482,3.479515,0
-1.8110741,1.6945621,-0.5169533,0.69103825,-3.02298,3.3019314,1
-2.0911336,2.082399,-1.7317141,1.4709707,-3.4352486,3.5280342,1
-2.405699,2.3234088,-2.5186472,2.4970324,-3.2536116,3.5524347,1
1.9695615,-1.8537898,1.6023157,-2.2080808,3.13655,-2.6828344,0
-1.193932,1.2203745,-2.7626648,3.1344144,-3.3580098,3.4745252,1
-2.3855445,2.2517743,-2.6427317,3.0517657,-3.369112,3.5130703,1
-0.11075827,0.20398973,-0.15607622,0.051917143,2.3588202,-2.2645311,1
1.6836959,-1.5628927,1.0906173,-1.1510022,2.5300524,-2.462803,0
1.7756529,-1.6492051,2.2816353,-2.4318306,2.6194468,-2.393056,0
-2.3514216,2.243476,-2.6971617,2.9501927,-3.39326,3.5927415,1
-2.3923872,2.2469215,-1.6110077,1.6130532,-2.9720976,3.319338,1
-0.08189398,0.27058244,1.9976107,-2.1347947,2.7028162,-2.3072488,0
-2.4567273,2.2719955,-0.065346405,0.27035418,-3.0300276,3.3495288,1
-2.502101,2.3307273,-2.973745,3.3420928,-2.8670242,3.1514094,1
-2.1741126,2.1819627,-1.9384999,1.6085377,-3.4465947,3.5173647,1
-1.8577096,1.7595193,-1.795327,2.0883968,-3.4808145,3.4385524,1
2.0118155,-1.8492529,2.2699416,-2.5146098,2.936637,-2.77382,0
-2.29436,2.1826463,-0.68721604,0.5641213,-3.5148022,3.4173374,1
-2.2672346,2.1789927,-2.5520563,2.1326475,0.15861471,-0.38345596,1
-2.4848197,2.3409717,-2.2682755,2.7219048,-3.4781206,3.3468206,1
-2.499397,2.3574328,-3.1940444,3.475607,-3.532114,3.5733645,1
1.9057668,-1.7921017,0.36079213,-0.65179896,2.7938976,-2.7132878,0
-2.100247,2.0375915,-2.6064062,2.7623818,-3.4701648,3.5119104,1
-2.4875474,2.35814,-2.9544215,3.3285222,-3.4982316,3.5975552,1
-2.48606,2.3262403,-3.1256485,3.588961,-3.5078657,3.58781,1
-2.3307467,2.183933,-2.388737,2.2506437,-3.5201988,3.3327706,1
-2.494702,2.3563118,-2.3889484,2.3786182,-3.3781908,3.47461,1
-2.4160192,2.2891607,-2.9386592,3.0483527,-3.5454803,3.3847728,1
-2.467433,2.3848453,-1.307782,1.2994609,-3.6141033,3.4837182,1
-2.4008257,2.2952461,-1.8792931,2.5154338,-3.268373,3.4956274,1
-2.0415347,2.044738,-1.068941,1.0950569,-1.2255092,1.2374433,1
1.709651,-1.4668604,1.5616174,-2.0651252,0.6064179,-0.1446587,1
0.7800438,-0.51854444,1.0191945,-1.4806856,2.8297558,-2.8260496,1
1.2239711,-1.0241685,0.90473944,-0.58079195,2.7943168,-2.3567927,0
-1.9365337,1.7986751,0.96597636,-1.3538276,2.6389065,-2.8619146,1
1.7594752,-1.6179965,2.0919704,-1.7462301,2.6235163,-2.6820822,0
1.3324442,-1.1607612,-1.1529622,1.3934563,-3.392627,3.520328,1
1.2237133,-1.0085301,-1.4727137,1.2379192,-1.6055056,1.7235756,0
-2.3582232,2.2570422,-2.2447,2.4573817,-3.4624343,3.1571746,1
1.9073766,-1.7351506,1.1377897,-1.8154012,2.9498687,-2.7438457,0
-2.3840353,2.3213384,-2.5674038,2.790272,-3.3595097,3.3337398,1
-2.302751,2.1935406,-2.3025982,2.0490386,-2.6117494,2.5555172,1
-2.3064196,2.218207,-2.8322449,2.7682483,-3.6006758,3.5823421,1
-2.5470057,2.4021428,-2.904184,3.0911415,-3.1743922,3.444643,1
-2.4298701,2.268844,-2.8411722,3.0251026,-3.0844593,3.481427,1
-1.8673638,1.8130915,1.6380813,-1.4568027,-2.676492,2.5797248,0
-2.4872296,2.3586628,-2.8340535,2.8676088,-3.2417612,3.235197,1
-2.4476137,2.3382103,-2.6043563,2.743613,-3.295955,3.3806913,1
-2.3908334,2.2799041,-2.7938204,2.9868395,-3.444212,3.522397,1
1.4257116,-1.2550874,0.6770075,-0.47771907,1.5345042,-1.1350049,0
-0.43356782,0.646902,-0.8186887,0.7081401,-3.3176665,3.3676827,1
-0.033799388,0.18066165,-0.902835,0.66249156,-3.046253,3.0473487,0
1.8934734,-1.7579671,1.8333915,-2.2550144,1.314089,-1.5159577,1
1.9297413,-1.7979345,2.6007645,-3.2210534,3.1571124,-2.8660088,0
-2.4566534,2.3539958,-2.763134,3.0157514,-3.5488276,3.5590088,1
-2.3799462,2.2643695,-2.8074605,3.2167497,-3.591412,3.2465491,1
-2.4579399,2.3381867,-2.1777396,2.2154872,-3.4437757,3.3463557,1
1.8105718,-1.5853487,0.1033351,-0.2234696,2.4709513,-1.7725322,0
-2.0419927,2.0182157,-2.2969403,2.375007,-3.476789,3.4458241,1
-2.0200844,1.896385,0.86404175,-1.1001438,-3.4340453,3.5118155,0
-2.3999186,2.2378125,-1.286274,1.2965947,-2.594196,2.9258707,1
-1.5577048,1.6227751,-2.5612617,2.5442007,-3.518832,3.288161,1
-1.7819467,1.8295054,-0.85215604,0.91560954,-3.2819936,3.5124302,0
-1.8003124,1.8014524,-0.017232787,0.13110837,-2.7514389,2.0547795,1
-2.3391433,2.2463713,-1.3181747,1.4388126,-3.1392937,3.2516646,1
1.9921553,-1.8614597,1.2392936,-1.5714945,1.8789991,-1.5421777,0
1.9066329,-1.7246786,1.9737515,-2.3941948,0.24842878,0.47383186,0
-2.441171,2.3438792,-2.909869,3.1437228,-3.5661402,3.5025382,1
1.9195514,-1.7769256,1.5518824,-1.9633828,2.7766547,-2.8832138,0
-2.5013013,2.3528724,-2.5355234,2.8068762,-3.4554176,3.6112955,1
-2.4968178,2.323553,-3.0688999,3.4113264,-3.5483477,3.463816,1
-2.5053518,2.345994,-3.2407088,3.5766692,-3.765981,3.4408011,1
-2.3990402,2.242825,-3.1428292,3.4740136,-3.4956477,3.4740756,1
-2.5154395,2.3869572,-1.6629622,1.4195327,-3.3824837,3.5314744,1
-2.446608,2.3401413,-2.8777442,3.1002073,-3.069327,3.2039287,1
2.0474598,-1.919156,0.014033169,-0.1541555,-1.9324898,2.1769736,1
-2.306697,2.213062,-2.6901693,2.8054218,-2.403858,2.6285973,1
1.9734125,-1.8713627,2.2924953,-2.8368828,2.9384089,-2.4240215,0
-2.3992336,2.3151166,-2.4600875,2.5831335,-1.374825,1.9985791,1
-2.1446075,2.0433338,-2.396674,2.639267,-3.1298966,3.0745258,1
-1.5243094,1.6236149,0.6115942,-0.34481195,-3.302473,3.2978158,1
1.8778986,-1.7259039,1.353984,-2.0306556,2.7619252,-2.7945554,0
-0.13011141,0.31635025,-0.75284255,1.0144423,-2.4713728,2.4138935,0
-2.4168622,2.2985337,-2.9958117,3.2210996,-3.5548549,3.045874,1
-2.4263954,2.2796333,-3.0067463,3.3225603,-3.429578,3.5882196,1
-1.6120472,1.6748502,-1.9530436,1.7173673,-3.1516438,3.2036748,1
-2.415933,2.3384085,-2.6902473,3.0863752,-3.4840765,3.6514676,1
1.9938651,-1.8925263,-1.0940808,1.2726597,1.1462874,-0.698674,1
1.8552618,-1.7065157,-0.61221874,0.29926896,2.649718,-2.4608123,1
2.0140033,-1.8815447,2.3236444,-2.9183896,-2.3204656,2.7888336,0
-2.381877,2.2601829,-3.040903,3.5274212,-3.6229014,3.5556927,1
-2.2494655,2.1887362,-1.5251532,1.0135921,-3.335885,2.7268553,1
-1.4167663,1.4778423,-1.3476939,1.6835053,-3.4131408,3.5490718,1
1.988153,-1.8383534,2.615837,-2.736285,3.0432253,-2.7817824,0
1.9639598,-1.8085577,2.3579137,-2.88976,2.8473494,-2.8367643,0
-1.8201302,1.8475323,-1.4972864,1.3445123,0.7749279,-0.96676064,0
-2.463416,2.3672073,-2.687482,2.761274,-3.2945051,3.4693553,1
1.6683176,-1.4716884,-0.77881634,0.3866418,-2.924051,3.1665215,1
-2.4858427,2.3541887,-3.0843165,3.2729356,-3.4285083,3.6020107,1
-2.3804421,2.2703178,-2.7809286,2.9887006,-2.9614031,2.6427927,1
-2.309471,2.2737143,-2.236327,2.5021589,-3.5801105,3.2888649,1
1.7819164,-1.5630805,0.67107105,-0.3902949,1.0393945,-0.7460174,1
-2.3371909,2.2724562,-2.7646365,2.838715,-3.188097,3.1325545,1
-2.4343224,2.3057365,-3.1199608,3.3649929,-3.364165,3.5551805,1
2.0684297,-1.8780835,1.8697485,-2.5311997,3.019897,-3.022967,0
-2.539954,2.3973534,-3.0458603,3.5440328,-3.1936033,3.4690406,1
2.0245361,-1.8411674,1.358557,-1.5919411,2.8417974,-2.6787498,0
0.3722115,-0.0554201,1.3491573,-1.712027,1.5353023,-1.5490733,0
-1.5890813,1.6039245,-0.84648865,0.59897923,-0.10193557,0.12929554,0
-2.3738418,2.2601717,-2.320659,2.5773377,-3.1925664,3.4288669,1
-2.1160693,2.0667892,-0.025122492,-0.25044328,-2.268562,2.7041645,1
1.9340954,-1.7641323,2.2369914,-2.5687387,3.1011226,-2.9286668,0
-2.4884298,2.3473334,-2.951641,3.3641548,-3.426887,3.481105,1
1.908499,-1.8188118,1.356137,-1.4594542,2.4206562,-2.396419,0
1.5841475,-1.437887,0.7340358,-0.73229074,1.9318954,-1.228197,1
-2.480668,2.3538756,-2.9308023,3.3581219,-3.6583993,3.2040923,1
1.9246451,-1.8151139,1.7336307,-2.4957237,2.477242,-1.8536501,0
1.7860197,-1.6124233,0.4716351,-0.70029235,2.313091,-1.4282922,0
1.9331985,-1.7786909,2.0524106,-2.890896,2.431219,-2.6147633,0
2.0062559,-1.8903252,2.1109595,-2.9283926,2.7149148,-2.4586632,0
1.9110548,-1.7717284,2.181668,-2.3016257,2.768292,-2.3086307,0
-1.7692246,1.6965494,-1.7179952,1.5705667,-2.3102152,2.0259674,1
2.0060198,-1.8434104,2.1630194,-2.623163,2.568038,-2.3910487,0
-2.4663055,2.3125935,-3.080195,3.572783,-3.4460318,3.5749958,1
-0.77903384,0.88753676,-0.23724067,-0.2471646,-1.287052,0.5892477,0
-2.5120888,2.3360345,-2.9455438,3.081158,-3.432838,3.4942768,1
-2.5031588,2.392189,-2.3296027,2.4672072,-3.5455675,3.4220245,1
0.20037338,0.022216067,-2.1805146,2.312918,1.7156051,-1.8237623,1
-2.372937,2.3306353,-2.4600687,2.5784342,-3.4412053,3.6149962,1
-2.502535,2.3839223,-2.58534,2.7883978,-3.1383133,3.4091628,1
1.539352,-1.4153289,1.2198616,-1.6440777,-2.927338,2.9875407,0
-2.454622,2.2947078,-2.0933352,1.8310803,-3.6226714,3.4845154,1
-2.5178297,2.3607326,-2.8973484,3.2811177,-3.3763509,3.5458057,1
-2.1961565,2.11063,0.108897895,-0.52442425,-3.1834285,3.1545498,1
-2.507364,2.3868346,-2.6682563,3.2992692,-3.6467557,3.6157613,1
-2.436674,2.2825904,-2.484489,2.8987224,-3.599618,3.4837036,0
1.859513,-1.6995625,0.119417295,-0.755432,2.631868,-2.559528,0
-2.083258,2.0724075,-0.7876328,1.2630965,-3.5122085,3.5162177,1
-2.4561732,2.3490307,-3.0015688,3.3296719,-3.160778,3.4851444,1
-2.3653371,2.2369404,-2.9242659,3.2686033,-3.434969,3.6204777,1
1.8941387,-1.7777811,2.3069606,-2.3322513,2.8342783,-2.3770995,0
1.9722469,-1.7737532,1.141198,-1.3843753,-1.6059182,1.7148192,0
-2.4539154,2.3067045,-2.5848565,2.8259685,-3.2778096,3.2322545,1
-2.4774432,2.3635397,-2.8690155,3.3068461,-3.4259894,3.4840605,1
-1.1560516,1.2488993,-2.1850886,2.345258,-3.564276,3.2671018,1
-2.4352605,2.3040943,-3.14917,3.520654,-3.5311818,3.5732691,1
1.3103713,-1.0397345,-1.0107275,0.6836014,-2.9647126,2.95024,0
