electra-0,electra-1,xlnet-0,xlnet-1,bert-0,bert-1,target
2.507901,-2.3919084,2.1166272,-2.4502225,1.5867304,-1.7554815,0
-3.1777542,2.9879425,-3.2065854,3.2138913,-2.9982853,3.4171817,1
-2.455832,2.3462615,-3.3299518,3.026853,-2.9271314,3.4260094,0
-3.2171607,3.0050352,-3.4639232,3.0449638,-3.0485911,3.4573305,1
-2.9820788,2.7555778,-2.9329047,3.1874146,-2.9467099,3.411173,1
-2.3728604,2.2615,-2.6737692,2.4743035,-2.9078307,3.3957226,1
-2.3982613,2.114519,-0.9892084,0.9586002,2.6108384,-2.9695237,0
-3.0958996,2.8762329,-2.978411,2.5300813,-2.627028,3.220027,1
-3.282485,3.0122013,-2.5548234,2.2450044,-3.0342906,3.3782182,1
2.5097415,-2.4112535,0.25404632,-0.27469996,2.293775,-2.7728853,0
-3.2163496,2.9634507,-3.061899,2.9731154,-2.531213,3.1298172,1
-3.246635,3.034525,-2.9373238,2.8482451,-2.947585,3.391129,1
2.376136,-2.3225214,-1.2804278,1.1794132,2.3464427,-2.8231068,0
2.7317493,-2.6906796,-1.4206774,0.9815579,-1.6842147,1.894845,0
2.3758304,-2.371969,-0.49541637,0.5838657,2.66381,-3.1690586,1
2.6995156,-2.6854627,0.78493315,-0.8918678,2.7885618,-3.3076062,0
-3.1528146,2.9302535,-2.8763525,2.7703087,-2.776275,3.2958505,1
-2.411938,2.1555429,-0.73913395,0.70733804,-2.5537846,3.0275,1
0.17460546,-0.35406595,-1.2958533,0.8717231,-1.6945041,1.9931927,1
-3.0915043,2.937211,-3.2838445,2.9348092,-3.018678,3.4890475,1
2.7512422,-2.5537503,2.2826502,-2.4552703,2.9726512,-3.468599,0
-3.189309,3.0073876,-3.1085165,3.2438993,-2.7713563,3.357901,1
-2.914528,2.7374392,-2.0351279,1.8554878,-1.3887838,1.8942906,1
-0.66453856,0.70547,-3.1352918,2.842761,-0.6430354,0.55538094,0
-3.3233502,3.086281,-3.0029755,3.0282838,-2.9958537,3.3566492,1
0.28865477,-0.36621898,-2.675643,2.6058898,-1.3810886,1.9397192,1
-3.2504773,3.0887234,-2.9958847,3.089713,-2.9843733,3.4494245,1
-3.3574271,3.0998745,-3.042119,3.0433462,-3.0604365,3.4632154,1
2.5753846,-2.5180724,2.0265372,-2.46254,2.671231,-3.2933164,0
1.7205237,-1.6276252,-1.3071394,1.1123979,-1.8064544,2.057891,1
-3.1804476,2.9831493,-2.7033134,2.4201946,-2.4073942,2.8317664,0
-2.663242,2.5453134,-2.4211812,2.20303,-1.9322495,2.5705674,0
2.615412,-2.5294135,0.7862005,-0.84672374,2.6854253,-3.2180502,0
-3.024609,2.806568,-2.0452018,2.0662887,-2.867765,3.3404322,0
-3.169895,2.9732027,-3.1136498,2.5834415,-2.6598804,3.0645952,1
2.503053,-2.474055,2.0996828,-2.3977115,2.775311,-3.3970058,0
-3.190072,2.982035,-3.2336226,3.08879,-2.906316,3.4288878,1
-1.0160058,0.86053395,-3.0308464,2.741068,-2.835077,3.2408597,0
0.08191775,-0.09197661,0.30762032,-0.25550377,-0.52564746,0.29890528,0
-3.056999,2.7456136,-1.9947522,1.9566988,-2.3225067,2.9994457,1
-3.1113033,2.9478056,-2.4059994,2.1045415,1.7895441,-2.0821142,1
2.4077554,-2.4247222,0.8722544,-1.1442419,2.488051,-3.0406306,0
-3.2642884,3.0630915,-2.5475037,3.0033875,-2.979855,3.456973,1
-2.9436557,2.6428072,-1.5496826,1.2417697,-2.6988003,3.2831757,1
-2.6524332,2.348066,-1.4186546,1.0143605,0.13312094,0.021544255,0
-1.9268022,1.7611223,-2.2122202,1.8137211,-2.9410422,3.337552,1
1.3074749,-1.1770333,0.46771818,-0.69429266,2.715116,-3.3163323,0
-3.0835447,2.8148296,-3.5555797,3.1632447,-3.046756,3.4890988,1
-3.1721199,2.9564674,-3.2206566,3.1509376,-2.9821715,3.4716032,1
-2.5196524,2.4611676,-1.5275164,1.4695927,-2.9461324,3.3829153,0
2.6015568,-2.6326578,-1.0548785,0.896504,1.7058338,-2.1264784,0
-3.2708793,3.0825932,-2.108161,1.6868896,-2.2324684,2.838076,1
0.2893412,-0.25641322,-1.9137622,1.6179001,-2.5757155,3.1247056,0
-3.158231,2.9692855,-2.7463806,2.3777964,-2.1661854,2.5120294,1
-2.8299978,2.7009344,-2.6844919,2.5419555,-2.2736032,2.8342047,1
-3.171392,2.9532547,-2.837411,2.5307167,-3.0031505,3.3743715,1
-2.979858,2.765873,-0.7489703,0.70878893,-2.7362058,3.296516,1
-3.0978234,2.7856917,-2.3556347,2.344967,-2.5750535,3.0159225,1
-2.6425705,2.2892873,-2.2485666,2.3634448,-2.2464938,2.990653,1
-3.2082555,2.9217007,-3.2749505,3.1462169,-2.4821055,3.080389,1
1.9804702,-1.9403095,-1.1766021,0.9605761,2.630387,-3.0431325,0
-2.6651032,2.573651,-2.3216705,2.104246,-2.8899527,3.2913878,1
-2.9788673,2.8514564,-3.2336133,2.9170818,-2.955299,3.4567194,1
0.15042666,-0.15303193,-1.5722394,1.4813018,-2.599047,2.9486067,0
2.2814023,-2.2969368,-0.853933,0.8698166,1.5730907,-1.7626094,1
-3.147229,2.895958,-2.4244752,2.2857466,-2.4914873,3.029519,1
2.596675,-2.5722327,0.6702744,-0.88948417,2.742003,-3.204681,0
-3.1356385,2.9909027,-2.9872222,3.1523497,-2.7900352,3.2959583,1
-3.2150137,3.065894,-3.082633,3.3780122,-2.8041306,3.360781,1
2.6257892,-2.6486278,1.2844989,-1.2737586,2.8424196,-3.3611197,0
-3.2257993,3.0218344,-1.6627216,1.6307638,-2.919034,3.3360634,1
0.082664594,-0.15754089,-1.7572812,1.5181389,0.30895552,-0.58958596,0
2.8163772,-2.772759,1.3612789,-1.5199596,2.436484,-2.981963,0
-3.2193599,2.981079,-3.1394107,3.0827103,-2.9157686,3.3856394,1
-3.151161,2.9522429,-2.3898888,2.0174124,-2.9754488,3.3985486,1
-3.0048337,2.9062917,-2.9506803,2.7026284,-2.9956632,3.4698875,1
-3.0967536,2.8875086,-2.473213,1.8680137,-2.9266732,3.303429,1
1.6812203,-1.6910452,-1.9180068,1.3687344,-0.44463047,0.29661196,0
-2.9152503,2.7216809,-0.9091417,0.8051919,1.9590039,-2.1811523,0
-3.0197916,2.7471495,-1.5714273,1.4540026,1.450107,-1.6212116,0
-0.87408924,0.935807,-2.948527,2.7615018,-2.7071881,3.186549,1
-3.2593818,3.0548594,-3.0210378,3.176105,-3.0092332,3.4155397,1
-3.159012,2.9720762,-3.4479463,3.1451027,-2.9415524,3.372333,1
2.687924,-2.5546074,0.49038762,-0.8009226,2.8751457,-3.3149552,0
2.6462927,-2.5225995,0.3877254,-0.62326515,2.8371053,-3.3067899,0
-3.2295518,3.0193093,-3.025676,3.08526,-2.88117,3.3727036,1
-3.1654725,2.9723995,-2.7158167,2.6389246,-2.8420382,3.390334,1
-3.0440319,2.7813504,-2.9772613,3.2208536,-2.6270344,3.1460536,0
-3.307759,3.0471795,-3.0103412,2.6461594,-2.736256,3.2032268,1
-3.281565,3.05481,-3.2027516,2.5749621,-2.8809414,3.3959491,1
2.581979,-2.453895,1.3798776,-1.421066,2.3698604,-3.011525,0
-3.2697287,3.0795765,-3.177121,2.9431581,-3.0426078,3.5085309,1
2.7379863,-2.555749,-2.0564835,2.1677647,2.5688276,-3.0731654,0
-3.1904495,3.021281,-3.1504145,3.0446541,-2.786541,3.3793147,1
-3.099731,2.9051235,-2.8845217,3.041012,-2.9205003,3.4216475,1
2.519297,-2.3620555,-1.9911189,1.9815536,1.0904484,-1.3367474,0
-3.1557014,2.9951446,-2.9719954,3.2087555,-2.990333,3.3671699,1
-3.230443,3.0342782,-2.9857998,3.2969296,-2.969303,3.4925315,1
-3.1550376,2.9722486,-0.6479345,0.5991301,-2.9251406,3.401142,1
-3.1922772,2.9738128,-3.1151755,3.1089797,-3.0293941,3.4497788,1
-3.1838768,2.9675286,-3.1334698,2.8728805,-3.0217335,3.440227,1
2.6421237,-2.5438774,0.689189,-1.0228262,2.9057658,-3.3485427,0
-3.1550214,2.8995488,-3.105163,3.1104565,-3.0568712,3.5499806,1
-3.1693556,3.0108058,-2.7879903,2.5319273,-2.568818,3.1413348,1
-3.210434,3.0204983,-3.039335,2.732298,-2.7776592,3.3360007,1
-3.267934,3.0619295,-3.1170893,3.4686267,-2.2787082,2.9214113,1
2.7597804,-2.606976,-3.1304421,3.3202202,-2.5325942,3.060088,0
-3.1288593,2.891025,-2.942309,3.0751286,-2.9977272,3.476792,1
-2.6644864,2.4450324,-1.2917705,1.3765175,-2.0441732,2.6143968,1
-3.274213,3.0696099,-2.963367,2.9660974,-2.9110222,3.3377993,1
2.6345925,-2.4816837,0.6914068,-0.97331744,2.786601,-3.3440979,0
-3.3183146,3.0632718,-3.057238,3.1877255,-2.7020354,3.2445369,1
-3.0306127,2.7913673,-3.126381,3.1487904,-2.763016,3.060182,1
2.3100982,-2.1319585,-1.4383477,1.7278655,-2.6790645,3.0556064,1
-3.2666228,3.0434067,-2.5576327,2.3033383,-2.9066603,3.364737,1
0.9084105,-0.82362753,-2.5181966,2.4787073,-2.4480133,2.8644207,0
2.55222,-2.4672916,-1.3985562,1.3314412,-1.9335433,2.3743577,0
-2.9382164,2.7505503,-2.8897715,2.6533,-2.6908603,3.2517354,1
-3.0880651,2.8458245,-2.6895313,2.5290277,-2.7687047,3.354304,1
2.4716077,-2.2282987,-1.1420292,1.3501129,2.7971756,-3.3486493,0
2.7523296,-2.6297255,2.1767402,-2.489196,2.9001946,-3.4752047,0
-3.07812,2.8478992,-3.260607,3.143856,-2.6964335,3.2816145,1
-3.0667129,2.8688228,-3.285644,3.2936509,-2.8088405,3.3162613,1
-3.2024574,3.0447834,-2.897689,3.179423,-3.0057292,3.4578764,1
-0.11015942,0.16210784,-2.0841491,2.2947626,-2.2753513,2.8525426,1
2.181717,-2.013543,1.7240614,-1.808871,2.7967288,-3.383045,0
-3.246117,3.0073998,-3.2558296,3.398756,-2.8129041,3.3120296,1
2.6452665,-2.506874,0.018333213,-0.021056665,2.7389276,-3.3700218,0
2.811946,-2.6865888,-1.7695198,1.5267093,2.7259555,-3.2491403,0
1.0615618,-0.927938,-2.7846296,3.1834364,-2.6603467,3.2547987,1
2.6783369,-2.477743,1.5593342,-2.210067,2.605874,-3.1381087,0
-3.060689,2.801384,-2.9211557,2.7818737,-2.9971645,3.4893382,1
-3.1327918,2.981589,-2.8799987,3.1706035,-3.033349,3.424935,1
-3.219736,3.0900383,-2.9111521,2.863238,-2.8831294,3.4443662,1
2.1962714,-2.1611252,0.3714283,-0.28507808,2.7440808,-3.447515,0
-3.2608392,3.0734687,-3.251118,3.1637087,-2.9916,3.4589999,1
-3.2147243,2.9848828,-2.9473917,2.8455334,-2.2381048,2.7286932,1
-3.040218,2.7990701,-2.9876118,3.107773,-3.0184522,3.4530933,1
-3.101764,2.903107,-0.95599645,0.6500541,-2.1711347,2.8889558,0
-3.3067918,3.0934765,-3.133603,3.306535,-3.0060146,3.5075116,1
-3.224583,3.0582144,-3.121397,3.317626,-3.0106,3.5039864,1
-3.2442281,3.0580702,-2.1225207,2.1210582,-2.5509312,3.0858216,1
-2.953153,2.7977703,-1.6275191,1.4855347,-2.8141315,3.2744558,1
2.5266087,-2.3548794,-1.8839502,1.8017868,-2.5523508,2.9989455,0
-3.2219484,3.0014117,-2.4281535,1.8281093,-2.7462618,3.3176255,0
-2.5973043,2.4423692,-1.7491469,1.4263268,-2.5720954,3.1845682,1
-3.0993648,2.857487,-0.8167853,0.5159094,2.9096825,-3.4613335,0
2.7682545,-2.5731015,1.8947124,-2.3186038,2.8813827,-3.480334,0
-3.1163607,2.8779485,-2.7614992,2.970285,-2.906093,3.3845875,1
-2.2712946,2.0462008,-1.8670882,2.1406991,-0.06754432,0.16637146,1
-3.2465253,3.0277877,-3.1658645,3.2226934,-3.095099,3.4586787,1
2.728884,-2.5747533,-1.8981541,1.8282403,2.4195592,-3.0973442,0
-3.2905812,3.1260831,-2.9811664,3.332745,-3.0158007,3.4937952,1
-3.1955073,2.997621,-3.2447436,3.2164028,-2.991985,3.361101,1
-2.4854808,2.3372662,0.0817237,-0.2884083,-2.9103427,3.265453,0
-3.0484154,2.8255088,-3.0128899,3.2682128,-3.0242348,3.3883376,1
2.3686266,-2.138854,-0.2244112,0.22974655,-0.6802594,0.8521441,0
2.6146266,-2.5230415,-2.5513513,2.5756006,2.6658554,-3.1857045,0
-3.1469288,2.9910936,-3.1460671,2.682702,-2.929561,3.3436189,1
-3.2072668,3.0499766,-2.897557,3.2883236,-2.7504003,3.316299,1
-3.255552,3.0166843,-3.099708,2.9575748,-2.9573042,3.4501326,1
2.5857248,-2.438567,-2.7103362,2.675556,-2.1182616,2.6639087,0
-3.115739,2.921252,-3.011579,3.2555737,-2.7406743,3.1538424,1
-3.2372794,3.0134504,-3.4131017,3.0449862,-2.824375,3.2455733,1
-2.766191,2.620415,-2.5551355,2.8272464,2.6349528,-3.1106102,0
-3.2229207,3.0263557,-3.0710084,3.143299,-2.8230703,3.2580044,1
-3.3093169,3.0575278,-3.0662818,3.2072363,-2.9724574,3.4053712,1
0.033185333,0.13543345,-3.0118864,2.633941,-2.8612015,3.264418,0
-3.229427,3.0152483,-3.1945732,2.9402704,-2.9665182,3.4511173,1
-3.0475311,2.8237488,-3.1649525,2.7424881,-2.8921695,3.1193352,1
-3.2312193,2.984868,-3.2938015,3.5353067,-2.9060342,3.408787,1
-3.0374615,2.8929458,-3.280676,3.2941263,-2.937305,3.474756,1
2.6326983,-2.4554286,0.4484371,-0.4971663,2.8523643,-3.350889,0
2.5196748,-2.3125932,-3.3537292,3.098054,2.835864,-3.2985942,0
-2.4544873,2.2958262,-2.4683278,2.1393318,-2.8920388,3.3453813,1
1.6514146,-1.5065544,-2.2474577,2.4145982,-1.9924134,2.6221359,1
-3.0454013,2.8187726,-2.9518096,3.1324222,-2.5899875,3.1407547,1
-3.0050275,2.761379,-3.1545074,3.2365413,-2.8600454,3.4381206,1
-2.4787579,2.3262134,-2.1622996,2.069111,-2.416022,2.958425,0
-1.3774264,1.4370761,1.0487032,-1.3032668,2.8864255,-3.3077807,0
2.7323968,-2.5912874,-0.9356808,0.75824696,2.144211,-2.421035,0
2.1034656,-2.043281,1.0256339,-0.93712336,2.705743,-3.3322995,0
0.25746715,-0.21131064,-1.5494623,1.4480383,2.6149583,-3.2338438,1
-2.979562,2.734438,-3.256136,3.242836,-2.8848016,3.4350874,1
2.0623567,-1.999401,0.17184427,0.08075404,2.5082886,-2.9519188,0
1.7738647,-1.674427,-1.0287033,1.0359563,-1.4023226,1.6173863,0
-3.1225762,2.8325424,-3.1428328,2.953343,-2.7958004,3.2688076,1
2.7489283,-2.6015494,-1.577778,1.3479099,1.382168,-1.6722198,1
-3.1400745,2.9786189,-3.1024113,3.155794,-3.0687425,3.4835207,1
-3.0844736,2.8999043,-3.2728639,3.05648,-3.0016615,3.4427803,1
-3.1557631,2.9780269,-3.033058,2.6964514,-3.0734212,3.500683,1
2.0525072,-1.9681072,2.006506,-2.343303,2.9245603,-3.418668,0
-3.2124476,2.993541,-3.1669934,3.1154294,-2.9904282,3.4820879,1
-3.15369,2.9411259,-3.1239476,3.2727628,-2.739646,3.3397505,1
-3.2535949,3.0260887,-3.162828,3.3125618,-2.9438415,3.431379,1
-3.2587996,3.0142946,-3.1544104,3.0737927,-2.8353322,3.2917283,1
-3.1667204,2.9797902,-3.5421143,3.143487,-3.0637655,3.4939954,1
-3.226963,3.0448558,-2.907781,3.1175113,-3.066623,3.4430165,1
-3.1656833,3.0424654,-2.70893,2.651381,-2.9482477,3.3478084,1
-3.249301,3.1021795,-3.2136328,3.2166772,-2.986614,3.4584892,1
-3.1986485,2.9878857,-2.8372722,3.052761,-3.0118556,3.4692717,1
2.6198485,-2.531572,1.4215274,-1.813351,2.660957,-3.3037596,0
-3.171846,3.0223963,-3.065376,3.1395895,-2.500771,3.2030468,1
2.5244064,-2.3319993,-1.2147952,1.4192019,-2.636676,3.2623665,0
-3.1469674,2.9306195,-3.200252,3.3053038,-2.971286,3.5011966,1
-3.1922548,3.0107987,-3.025485,3.2871945,-2.7814944,3.3405523,1
-3.1754577,3.0139477,-3.3163624,3.226157,-3.0009258,3.4331656,1
2.5163894,-2.4447787,2.0958905,-2.1304405,2.7470636,-3.3790286,0
-3.3451586,3.0800846,-2.5998123,2.8716655,-3.0338933,3.4215949,1
-3.1969655,3.0072055,-2.7583055,3.219167,-2.3989518,2.955988,1
2.3911717,-2.3363228,-0.22253478,-0.14306454,0.192739,-0.07797734,0
-0.48696196,0.36277118,-3.1153023,3.293552,-2.7125938,3.239597,1
2.664784,-2.5430229,-0.12405576,0.2095307,2.6352274,-3.2860305,0
-3.1166444,2.968325,-3.355459,3.2473161,-1.8365573,2.4337437,1
-2.6971464,2.549453,-2.904137,2.898285,-2.5655828,3.1525006,1
-3.224879,3.0454986,-3.328994,2.7783463,-2.824523,3.3095326,1
1.2059196,-1.2559447,-2.745112,2.1785226,-2.8762631,3.2709234,0
-3.2095993,2.9571192,-3.2857623,3.015753,-2.3778498,2.9085095,1
-3.2314327,3.0228472,-3.0171309,3.0609066,-2.9576888,3.4075627,1
2.0095918,-1.865863,-3.0296783,2.7849274,-2.0955374,2.6552157,0
2.5174212,-2.3946717,-3.2448273,2.9846683,-2.3270705,2.9573824,0
2.208853,-2.1201198,-2.3502085,2.245007,2.807697,-3.2075677,1
-3.2215629,2.9544144,-1.1547697,1.4115078,2.5329835,-2.9807084,1
-1.6297286,1.5519013,-1.714261,1.3739282,-1.9408728,2.241594,1
2.6760738,-2.6410458,-0.53354627,0.20023794,2.8373039,-3.344045,0
2.4976192,-2.532247,-0.57927483,0.7148581,2.7278137,-3.321463,0
2.5299163,-2.4143364,-1.6805773,1.7246687,2.6820333,-3.2295568,0
-3.210542,3.0152528,-3.129621,3.2684047,-2.9320025,3.4212003,1
2.7583416,-2.6880038,-0.04314725,-0.13362928,2.3291557,-2.9958813,0
-0.25014865,0.20260371,-0.57585275,0.54895276,2.8581395,-3.1860857,0
-3.289639,3.052313,-3.2556365,3.123123,-3.0182402,3.4868104,1
-3.2211416,3.0008576,-2.6831686,2.0661266,-2.4801185,2.9347374,1
-2.9116201,2.680605,-2.9966774,2.5908597,-2.4602473,2.6926754,0
2.364406,-2.2745557,2.3392663,-2.2819717,2.6996331,-3.205569,0
-3.0960608,2.8656971,-3.1733506,2.890833,-2.9813435,3.497023,1
2.5632842,-2.4275432,-3.221098,3.010707,2.3325825,-2.8916018,0
1.824994,-1.7168987,1.9335632,-2.175424,2.67965,-3.186875,0
-3.1075706,2.954125,-3.5147445,3.04607,-3.021669,3.5138843,1
2.3564343,-2.22382,-3.1796918,2.925469,-2.5199194,3.0486844,0
-3.06813,2.941488,-2.7437372,2.2811325,-2.611071,2.9911513,1
0.36602634,-0.27881783,-2.9712198,3.1432126,-2.9797044,3.46258,1
-3.0779607,2.9336824,-2.301652,1.9796524,-2.868794,3.3107555,1
-3.1945455,2.9920347,-3.1042218,3.249067,-2.6087503,3.146598,1
-3.243886,3.0669203,-2.2093143,2.2932649,-2.693653,3.2635334,1
-3.1012664,2.9812422,-2.8237824,2.6466837,-2.9082143,3.406328,1
-2.9133897,2.6990175,-2.2375307,2.0065677,-2.103673,2.3002696,1
-3.1972058,3.0449762,-1.8966522,1.5655729,-2.7686648,3.0544922,1
-3.192881,3.0406785,-2.0661416,1.8720702,-2.6756456,3.196011,1
-3.1677115,2.967943,-2.9509706,3.1567318,-3.0598562,3.4592001,1
-3.1506526,2.990371,-3.2233653,3.104749,-2.8364496,3.324556,1
-3.2058895,2.952923,-3.1092095,3.1667192,-2.9905627,3.4266636,1
-3.17144,2.926535,-3.1665487,3.073697,-2.9329045,3.4282,1
-2.891608,2.6668012,-2.144498,1.5899265,-2.262882,2.7764254,1
1.9898388,-1.8628271,-0.3745016,0.5279128,2.7427876,-3.3002589,0
-3.16527,3.0177727,-2.9882085,3.1862812,-3.0429566,3.5035908,1
-3.1960866,3.034167,-2.7642453,2.5507083,-2.9358542,3.3819294,1
2.588956,-2.5771012,1.5725985,-1.4765918,2.6642208,-3.1794941,0
-3.2170591,2.9824057,-3.2192101,2.9859314,-2.8408785,3.4019694,1
-3.152285,3.0058153,-2.9204614,2.6803875,-2.2578979,2.734832,1
0.6245412,-0.58733815,-2.7791028,3.0500998,-2.9575806,3.4598837,0
-3.2257717,2.9805357,-2.765149,2.674526,-2.7572854,3.3365276,1
-3.138682,2.9876943,-3.0625966,2.841664,-2.530243,3.095885,1
2.2468798,-2.2358532,-3.2496035,2.7264793,-2.9131536,3.4081748,0
-3.2076602,3.024489,-3.2953598,3.0267856,-2.4911485,3.0403383,1
-3.046427,2.8462164,-2.9651973,2.7521691,-2.5732143,2.8771791,1
-3.0569685,2.957719,-2.8374803,2.6771894,-2.8970354,3.38751,1
1.4217473,-1.3699749,0.49335042,-0.38340196,-1.2492834,1.3047985,0
-3.1491792,2.9543896,-2.8598974,2.8987327,-2.8575594,3.357718,1
-3.0595667,2.841494,-2.9088256,3.2896776,-2.9865346,3.4308538,1
-2.948109,2.8327143,-3.1135328,2.9740734,-2.9874067,3.4738212,1
-3.2227256,3.0081918,-2.969696,3.0672045,-3.0333369,3.4486957,1
-3.2609694,3.008325,-2.8723793,2.6215963,-2.8967152,3.3554924,1
-3.0905025,2.8394992,-3.0996146,3.1850467,-3.0260916,3.4118133,1
-1.1295595,1.1714988,-3.1399364,2.7517467,-2.8327298,3.096504,0
-3.211053,2.9900153,-3.1749582,2.8292737,-3.0110543,3.348066,1
1.7812883,-1.8414383,-1.1457586,1.0462826,-3.0350668,3.393741,1
-3.1895535,2.992657,-2.9520884,2.8445952,-2.8310883,3.367967,1
-3.2064342,3.0329497,-3.092533,2.9569728,-2.6174443,3.183743,1
-3.0231042,2.8760507,-2.7777646,2.4791384,-2.3435512,2.90088,1
-2.0563972,2.0193121,-2.57851,2.4627147,-3.030888,3.4694173,1
-2.919374,2.7150006,-2.026566,1.9077593,-2.9551508,3.4144864,1
-3.1702118,2.860221,-2.4161372,2.0707495,-2.6833067,3.2226355,1
-0.47285318,0.30170923,-2.344881,2.3586407,0.50298476,-0.71541786,1
-2.977409,2.7880082,-3.0299592,2.8395505,-2.8009703,3.2901738,0
2.572859,-2.6105137,1.2051046,-1.5227544,0.057275146,-0.087731406,0
0.4554819,-0.40219602,0.25222725,-0.270898,1.5158103,-1.9573333,0
-3.1011267,2.8988304,-2.8984363,2.7376606,-2.9699817,3.353153,1
-3.053838,2.9180267,-2.057471,2.127471,-2.9107308,3.4379873,1
-3.2159958,3.0314195,-3.3308606,3.1162033,-2.3065112,2.933401,1
-3.238492,3.032109,-1.674041,1.406048,-2.5782247,3.1000228,1
-2.097802,1.8908453,-1.0170536,1.0406866,-2.6929567,3.1967773,0
-3.2389627,2.9994361,-2.8221323,2.511911,-2.7138128,3.2146554,1
-3.254638,2.9857686,-2.187056,1.9155011,-2.6712525,2.9975538,1
2.6438243,-2.5527751,-1.7506704,1.2815344,-0.84517384,1.0632269,0
-3.196009,3.0027304,-3.0132427,3.1487331,-3.0148785,3.4508674,1
-3.1362178,2.9076176,-3.1237495,2.9599018,-2.9751737,3.462514,1
-3.1931074,2.999818,-3.1194847,2.994554,-2.4837892,2.9648166,1
2.7957728,-2.6924212,-1.9242558,1.6912935,2.7060647,-3.3265998,0
-2.692398,2.470176,-3.2603312,3.229434,-2.8451612,3.2487304,1
2.6030173,-2.4898992,1.5922008,-1.6079465,2.807161,-3.3525224,0
-2.9862442,2.7795544,-2.6473765,2.4009674,-2.655677,3.2022169,1
-3.0726573,2.7950356,-3.3303776,3.1166825,-3.0621693,3.4975007,1
-3.129257,2.9036558,-2.8782804,2.7174745,-2.9887905,3.4412594,1
-3.0527124,2.852737,-3.015516,3.3751543,-2.8428664,3.3488765,1
-3.1727877,2.9375815,-2.0181632,1.6892403,-2.9756856,3.4223268,1
2.4798157,-2.4717553,-0.47697374,0.34788176,1.3570807,-1.7572142,0
-2.7242854,2.5675473,-2.273086,2.010024,-2.779038,3.254863,1
